date,crop,mandi,price,rainfall_index,msp_floor
2022-09-14,Groundnut,Ahmedabad,5850,4.37,5850
2022-09-14,Soybean,Indore,4600,1.25,4600
2022-09-14,Mustard,Jaipur,5650,0.55,5650
2022-09-14,Cotton,Nagpur,6936,4.87,6620
2022-09-14,Sugarcane,Lucknow,3150,2.27,3150
2022-09-14,Tea,Guwahati,17952,4.94,0
2022-09-14,Coffee,Chikmagalur,13866,5.01,0
2022-09-15,Tomato,Delhi,1749,4.26,0
2022-09-15,Onion,Delhi,1471,3.41,0
2022-09-15,Potato,Delhi,1275,3.26,0
2022-09-15,Brinjal,Delhi,1803,1.07,0
2022-09-15,Cabbage,Delhi,1187,1.35,0
2022-09-15,Wheat,Delhi,2275,2.71,2275
2022-09-15,Rice,Lucknow,2593,0.03,2300
2022-09-15,Maize,Indore,2090,0.91,2090
2022-09-15,Bajra,Jaipur,2500,0.91,2500
2022-09-15,Jowar,Nagpur,3180,2.74,3180
2022-09-15,Tur Dal,Hyderabad,7000,1.29,7000
2022-09-15,Moong Dal,Bhopal,7755,1.33,7755
2022-09-15,Urad Dal,Kanpur,6950,4.35,6950
2022-09-15,Groundnut,Ahmedabad,5850,1.51,5850
2022-09-15,Soybean,Indore,4600,1.36,4600
2022-09-15,Mustard,Jaipur,5650,1.32,5650
2022-09-15,Cotton,Nagpur,6847,2.12,6620
2022-09-15,Sugarcane,Lucknow,3150,3.83,3150
2022-09-15,Tea,Guwahati,17749,1.97,0
2022-09-15,Coffee,Chikmagalur,13871,2.0,0
2022-09-16,Tomato,Delhi,1866,2.84,0
2022-09-16,Onion,Delhi,1636,3.34,0
2022-09-16,Potato,Delhi,1156,2.26,0
2022-09-16,Brinjal,Delhi,1635,3.93,0
2022-09-16,Cabbage,Delhi,1252,2.38,0
2022-09-16,Wheat,Delhi,2275,2.48,2275
2022-09-16,Rice,Lucknow,2536,4.75,2300
2022-09-16,Maize,Indore,2090,5.66,2090
2022-09-16,Bajra,Jaipur,2500,0.22,2500
2022-09-16,Jowar,Nagpur,3180,2.18,3180
2022-09-16,Tur Dal,Hyderabad,7000,0.54,7000
2022-09-16,Moong Dal,Bhopal,7755,4.01,7755
2022-09-16,Urad Dal,Kanpur,6950,3.42,6950
2022-09-16,Groundnut,Ahmedabad,5932,3.86,5850
2022-09-16,Soybean,Indore,4600,5.52,4600
2022-09-16,Mustard,Jaipur,5650,0.47,5650
2022-09-16,Cotton,Nagpur,6741,0.11,6620
2022-09-16,Sugarcane,Lucknow,3150,3.21,3150
2022-09-16,Tea,Guwahati,17756,1.99,0
2022-09-16,Coffee,Chikmagalur,13836,2.62,0
2022-09-17,Tomato,Delhi,1725,1.77,0
2022-09-17,Onion,Delhi,1560,3.74,0
2022-09-17,Potato,Delhi,1243,3.83,0
2022-09-17,Brinjal,Delhi,1834,4.78,0
2022-09-17,Cabbage,Delhi,1224,4.48,0
2022-09-17,Wheat,Delhi,2275,0.1,2275
2022-09-17,Rice,Lucknow,2660,5.88,2300
2022-09-17,Maize,Indore,2090,1.39,2090
2022-09-17,Bajra,Jaipur,2500,5.05,2500
2022-09-17,Jowar,Nagpur,3180,4.3,3180
2022-09-17,Tur Dal,Hyderabad,7000,1.59,7000
2022-09-17,Moong Dal,Bhopal,7755,5.38,7755
2022-09-17,Urad Dal,Kanpur,6950,4.9,6950
2022-09-17,Groundnut,Ahmedabad,5850,0.41,5850
2022-09-17,Soybean,Indore,4600,3.17,4600
2022-09-17,Mustard,Jaipur,5650,1.32,5650
2022-09-17,Cotton,Nagpur,6700,0.78,6620
2022-09-17,Sugarcane,Lucknow,3150,5.6,3150
2022-09-17,Tea,Guwahati,17886,5.67,0
2022-09-17,Coffee,Chikmagalur,13934,3.06,0
2022-09-18,Tomato,Delhi,1950,5.63,0
2022-09-18,Onion,Delhi,1748,5.46,0
2022-09-18,Potato,Delhi,1415,2.62,0
2022-09-18,Brinjal,Delhi,1629,4.51,0
2022-09-18,Cabbage,Delhi,1117,1.58,0
2022-09-18,Wheat,Delhi,2275,3.22,2275
2022-09-18,Rice,Lucknow,2467,5.17,2300
2022-09-18,Maize,Indore,2090,0.47,2090
2022-09-18,Bajra,Jaipur,2500,3.48,2500
2022-09-18,Jowar,Nagpur,3180,1.42,3180
2022-09-18,Tur Dal,Hyderabad,7000,0.67,7000
2022-09-18,Moong Dal,Bhopal,7755,1.48,7755
2022-09-18,Urad Dal,Kanpur,6950,3.69,6950
2022-09-18,Groundnut,Ahmedabad,5852,2.85,5850
2022-09-18,Soybean,Indore,4600,0.01,4600
2022-09-18,Mustard,Jaipur,5650,2.89,5650
2022-09-18,Cotton,Nagpur,6824,1.26,6620
2022-09-18,Sugarcane,Lucknow,3150,3.46,3150
2022-09-18,Tea,Guwahati,17804,2.8,0
2022-09-18,Coffee,Chikmagalur,13815,5.8,0
2022-09-19,Tomato,Delhi,1659,3.79,0
2022-09-19,Onion,Delhi,1512,0.97,0
2022-09-19,Potato,Delhi,1329,5.71,0
2022-09-19,Brinjal,Delhi,1848,2.75,0
2022-09-19,Cabbage,Delhi,1055,5.17,0
2022-09-19,Wheat,Delhi,2275,0.26,2275
2022-09-19,Rice,Lucknow,2570,4.64,2300
2022-09-19,Maize,Indore,2090,3.46,2090
2022-09-19,Bajra,Jaipur,2500,5.34,2500
2022-09-19,Jowar,Nagpur,3180,3.51,3180
2022-09-19,Tur Dal,Hyderabad,7000,4.85,7000
2022-09-19,Moong Dal,Bhopal,7755,3.77,7755
2022-09-19,Urad Dal,Kanpur,6950,0.23,6950
2022-09-19,Groundnut,Ahmedabad,5916,3.75,5850
2022-09-19,Soybean,Indore,4600,3.27,4600
2022-09-19,Mustard,Jaipur,5650,2.26,5650
2022-09-19,Cotton,Nagpur,6951,0.59,6620
2022-09-19,Sugarcane,Lucknow,3150,5.48,3150
2022-09-19,Tea,Guwahati,17721,4.74,0
2022-09-19,Coffee,Chikmagalur,13801,4.93,0
2022-09-20,Tomato,Delhi,1854,5.23,0
2022-09-20,Onion,Delhi,1693,5.98,0
2022-09-20,Potato,Delhi,1406,5.75,0
2022-09-20,Brinjal,Delhi,1721,4.01,0
2022-09-20,Cabbage,Delhi,1189,5.94,0
2022-09-20,Wheat,Delhi,2275,2.89,2275
2022-09-20,Rice,Lucknow,2751,1.34,2300
2022-09-20,Maize,Indore,2090,0.84,2090
2022-09-20,Bajra,Jaipur,2500,0.12,2500
2022-09-20,Jowar,Nagpur,3180,3.2,3180
2022-09-20,Tur Dal,Hyderabad,7000,2.72,7000
2022-09-20,Moong Dal,Bhopal,7755,2.84,7755
2022-09-20,Urad Dal,Kanpur,6950,0.09,6950
2022-09-20,Groundnut,Ahmedabad,5860,5.92,5850
2022-09-20,Soybean,Indore,4600,5.34,4600
2022-09-20,Mustard,Jaipur,5650,3.84,5650
2022-09-20,Cotton,Nagpur,6834,1.6,6620
2022-09-20,Sugarcane,Lucknow,3150,2.75,3150
2022-09-20,Tea,Guwahati,17951,1.55,0
2022-09-20,Coffee,Chikmagalur,13814,4.07,0
2022-09-21,Tomato,Delhi,1865,4.12,0
2022-09-21,Onion,Delhi,1506,0.12,0
2022-09-21,Potato,Delhi,1326,4.78,0
2022-09-21,Brinjal,Delhi,1750,2.72,0
2022-09-21,Cabbage,Delhi,1160,3.8,0
2022-09-21,Wheat,Delhi,2275,2.19,2275
2022-09-21,Rice,Lucknow,2624,2.68,2300
2022-09-21,Maize,Indore,2090,4.12,2090
2022-09-21,Bajra,Jaipur,2500,2.95,2500
2022-09-21,Jowar,Nagpur,3180,1.64,3180
2022-09-21,Tur Dal,Hyderabad,7000,0.73,7000
2022-09-21,Moong Dal,Bhopal,7755,0.5,7755
2022-09-21,Urad Dal,Kanpur,6950,0.13,6950
2022-09-21,Groundnut,Ahmedabad,5946,4.55,5850
2022-09-21,Soybean,Indore,4600,3.23,4600
2022-09-21,Mustard,Jaipur,5650,4.38,5650
2022-09-21,Cotton,Nagpur,6777,5.98,6620
2022-09-21,Sugarcane,Lucknow,3150,2.29,3150
2022-09-21,Tea,Guwahati,17674,5.11,0
2022-09-21,Coffee,Chikmagalur,13767,5.27,0
2022-09-22,Tomato,Delhi,1820,1.02,0
2022-09-22,Onion,Delhi,1726,0.82,0
2022-09-22,Potato,Delhi,1368,4.41,0
2022-09-22,Brinjal,Delhi,1647,4.86,0
2022-09-22,Cabbage,Delhi,1225,1.01,0
2022-09-22,Wheat,Delhi,2275,3.04,2275
2022-09-22,Rice,Lucknow,2736,1.73,2300
2022-09-22,Maize,Indore,2090,5.76,2090
2022-09-22,Bajra,Jaipur,2500,4.55,2500
2022-09-22,Jowar,Nagpur,3180,5.87,3180
2022-09-22,Tur Dal,Hyderabad,7000,4.32,7000
2022-09-22,Moong Dal,Bhopal,7755,5.76,7755
2022-09-22,Urad Dal,Kanpur,6950,2.97,6950
2022-09-22,Groundnut,Ahmedabad,5850,1.49,5850
2022-09-22,Soybean,Indore,4600,5.98,4600
2022-09-22,Mustard,Jaipur,5650,3.85,5650
2022-09-22,Cotton,Nagpur,6804,3.5,6620
2022-09-22,Sugarcane,Lucknow,3150,0.44,3150
2022-09-22,Tea,Guwahati,17821,2.98,0
2022-09-22,Coffee,Chikmagalur,13721,0.73,0
2022-09-23,Tomato,Delhi,1881,3.15,0
2022-09-23,Onion,Delhi,1586,2.73,0
2022-09-23,Potato,Delhi,1381,2.28,0
2022-09-23,Brinjal,Delhi,1644,0.17,0
2022-09-23,Cabbage,Delhi,1138,3.56,0
2022-09-23,Wheat,Delhi,2275,2.94,2275
2022-09-23,Rice,Lucknow,2468,1.76,2300
2022-09-23,Maize,Indore,2090,1.57,2090
2022-09-23,Bajra,Jaipur,2500,2.63,2500
2022-09-23,Jowar,Nagpur,3180,1.42,3180
2022-09-23,Tur Dal,Hyderabad,7000,5.66,7000
2022-09-23,Moong Dal,Bhopal,7755,0.28,7755
2022-09-23,Urad Dal,Kanpur,6950,0.07,6950
2022-09-23,Groundnut,Ahmedabad,5944,4.69,5850
2022-09-23,Soybean,Indore,4600,1.59,4600
2022-09-23,Mustard,Jaipur,5650,4.53,5650
2022-09-23,Cotton,Nagpur,6927,3.85,6620
2022-09-23,Sugarcane,Lucknow,3150,2.24,3150
2022-09-23,Tea,Guwahati,17673,5.03,0
2022-09-23,Coffee,Chikmagalur,13863,4.36,0
2022-09-24,Tomato,Delhi,1950,1.18,0
2022-09-24,Onion,Delhi,1542,2.17,0
2022-09-24,Potato,Delhi,1441,1.83,0
2022-09-24,Brinjal,Delhi,1611,4.04,0
2022-09-24,Cabbage,Delhi,1225,3.9,0
2022-09-24,Wheat,Delhi,2275,3.68,2275
2022-09-24,Rice,Lucknow,2749,5.84,2300
2022-09-24,Maize,Indore,2090,4.04,2090
2022-09-24,Bajra,Jaipur,2500,4.86,2500
2022-09-24,Jowar,Nagpur,3180,1.86,3180
2022-09-24,Tur Dal,Hyderabad,7000,3.29,7000
2022-09-24,Moong Dal,Bhopal,7755,5.19,7755
2022-09-24,Urad Dal,Kanpur,6950,3.97,6950
2022-09-24,Groundnut,Ahmedabad,5850,5.37,5850
2022-09-24,Soybean,Indore,4600,3.2,4600
2022-09-24,Mustard,Jaipur,5650,1.13,5650
2022-09-24,Cotton,Nagpur,6762,0.8,6620
2022-09-24,Sugarcane,Lucknow,3150,0.17,3150
2022-09-24,Tea,Guwahati,17907,3.83,0
2022-09-24,Coffee,Chikmagalur,13913,3.85,0
2022-09-25,Tomato,Delhi,1740,5.89,0
2022-09-25,Onion,Delhi,1727,3.56,0
2022-09-25,Potato,Delhi,1240,0.78,0
2022-09-25,Brinjal,Delhi,1608,2.13,0
2022-09-25,Cabbage,Delhi,1205,1.02,0
2022-09-25,Wheat,Delhi,2275,5.97,2275
2022-09-25,Rice,Lucknow,2471,5.98,2300
2022-09-25,Maize,Indore,2090,3.68,2090
2022-09-25,Bajra,Jaipur,2500,5.11,2500
2022-09-25,Jowar,Nagpur,3180,5.09,3180
2022-09-25,Tur Dal,Hyderabad,7000,3.91,7000
2022-09-25,Moong Dal,Bhopal,7755,2.25,7755
2022-09-25,Urad Dal,Kanpur,6950,2.63,6950
2022-09-25,Groundnut,Ahmedabad,5850,1.58,5850
2022-09-25,Soybean,Indore,4600,4.59,4600
2022-09-25,Mustard,Jaipur,5650,1.89,5650
2022-09-25,Cotton,Nagpur,6699,3.08,6620
2022-09-25,Sugarcane,Lucknow,3150,1.43,3150
2022-09-25,Tea,Guwahati,17945,0.64,0
2022-09-25,Coffee,Chikmagalur,13809,3.77,0
2022-09-26,Tomato,Delhi,1912,0.01,0
2022-09-26,Onion,Delhi,1461,1.12,0
2022-09-26,Potato,Delhi,1242,4.5,0
2022-09-26,Brinjal,Delhi,1770,2.51,0
2022-09-26,Cabbage,Delhi,1066,5.99,0
2022-09-26,Wheat,Delhi,2275,3.94,2275
2022-09-26,Rice,Lucknow,2468,3.21,2300
2022-09-26,Maize,Indore,2090,0.77,2090
2022-09-26,Bajra,Jaipur,2500,0.33,2500
2022-09-26,Jowar,Nagpur,3180,3.93,3180
2022-09-26,Tur Dal,Hyderabad,7000,5.03,7000
2022-09-26,Moong Dal,Bhopal,7755,1.01,7755
2022-09-26,Urad Dal,Kanpur,6950,2.17,6950
2022-09-26,Groundnut,Ahmedabad,5884,1.72,5850
2022-09-26,Soybean,Indore,4600,5.15,4600
2022-09-26,Mustard,Jaipur,5650,2.55,5650
2022-09-26,Cotton,Nagpur,6668,4.27,6620
2022-09-26,Sugarcane,Lucknow,3150,3.98,3150
2022-09-26,Tea,Guwahati,17879,5.9,0
2022-09-26,Coffee,Chikmagalur,13662,0.2,0
2022-09-27,Tomato,Delhi,1733,3.61,0
2022-09-27,Onion,Delhi,1735,2.94,0
2022-09-27,Potato,Delhi,1284,2.79,0
2022-09-27,Brinjal,Delhi,1617,2.19,0
2022-09-27,Cabbage,Delhi,1102,0.03,0
2022-09-27,Wheat,Delhi,2275,4.89,2275
2022-09-27,Rice,Lucknow,2675,4.68,2300
2022-09-27,Maize,Indore,2090,2.62,2090
2022-09-27,Bajra,Jaipur,2500,4.07,2500
2022-09-27,Jowar,Nagpur,3180,4.45,3180
2022-09-27,Tur Dal,Hyderabad,7000,2.99,7000
2022-09-27,Moong Dal,Bhopal,7755,5.93,7755
2022-09-27,Urad Dal,Kanpur,6950,4.3,6950
2022-09-27,Groundnut,Ahmedabad,5921,5.64,5850
2022-09-27,Soybean,Indore,4600,3.42,4600
2022-09-27,Mustard,Jaipur,5650,4.4,5650
2022-09-27,Cotton,Nagpur,6932,0.99,6620
2022-09-27,Sugarcane,Lucknow,3150,2.39,3150
2022-09-27,Tea,Guwahati,17898,5.09,0
2022-09-27,Coffee,Chikmagalur,13780,3.74,0
2022-09-28,Tomato,Delhi,1816,5.19,0
2022-09-28,Onion,Delhi,1490,4.06,0
2022-09-28,Potato,Delhi,1403,4.05,0
2022-09-28,Brinjal,Delhi,1715,5.44,0
2022-09-28,Cabbage,Delhi,1136,3.18,0
2022-09-28,Wheat,Delhi,2275,4.03,2275
2022-09-28,Rice,Lucknow,2554,2.5,2300
2022-09-28,Maize,Indore,2090,4.88,2090
2022-09-28,Bajra,Jaipur,2500,0.82,2500
2022-09-28,Jowar,Nagpur,3180,0.94,3180
2022-09-28,Tur Dal,Hyderabad,7000,5.43,7000
2022-09-28,Moong Dal,Bhopal,7755,2.42,7755
2022-09-28,Urad Dal,Kanpur,6950,1.24,6950
2022-09-28,Groundnut,Ahmedabad,5850,4.75,5850
2022-09-28,Soybean,Indore,4600,0.14,4600
2022-09-28,Mustard,Jaipur,5650,5.02,5650
2022-09-28,Cotton,Nagpur,6934,1.76,6620
2022-09-28,Sugarcane,Lucknow,3150,1.7,3150
2022-09-28,Tea,Guwahati,17908,4.1,0
2022-09-28,Coffee,Chikmagalur,13915,2.25,0
2022-09-29,Tomato,Delhi,1678,5.83,0
2022-09-29,Onion,Delhi,1495,5.23,0
2022-09-29,Potato,Delhi,1236,2.13,0
2022-09-29,Brinjal,Delhi,1600,4.07,0
2022-09-29,Cabbage,Delhi,1195,1.51,0
2022-09-29,Wheat,Delhi,2275,2.94,2275
2022-09-29,Rice,Lucknow,2527,1.06,2300
2022-09-29,Maize,Indore,2090,5.61,2090
2022-09-29,Bajra,Jaipur,2500,0.02,2500
2022-09-29,Jowar,Nagpur,3180,3.7,3180
2022-09-29,Tur Dal,Hyderabad,7000,2.93,7000
2022-09-29,Moong Dal,Bhopal,7755,0.14,7755
2022-09-29,Urad Dal,Kanpur,6950,3.2,6950
2022-09-29,Groundnut,Ahmedabad,5850,3.59,5850
2022-09-29,Soybean,Indore,4600,0.26,4600
2022-09-29,Mustard,Jaipur,5650,4.13,5650
2022-09-29,Cotton,Nagpur,6851,0.87,6620
2022-09-29,Sugarcane,Lucknow,3150,2.67,3150
2022-09-29,Tea,Guwahati,17694,2.64,0
2022-09-29,Coffee,Chikmagalur,13666,2.71,0
2022-09-30,Tomato,Delhi,1846,2.53,0
2022-09-30,Onion,Delhi,1534,3.1,0
2022-09-30,Potato,Delhi,1434,4.38,0
2022-09-30,Brinjal,Delhi,1847,5.81,0
2022-09-30,Cabbage,Delhi,1163,4.13,0
2022-09-30,Wheat,Delhi,2275,4.98,2275
2022-09-30,Rice,Lucknow,2451,2.0,2300
2022-09-30,Maize,Indore,2090,1.95,2090
2022-09-30,Bajra,Jaipur,2500,0.34,2500
2022-09-30,Jowar,Nagpur,3180,4.81,3180
2022-09-30,Tur Dal,Hyderabad,7000,0.05,7000
2022-09-30,Moong Dal,Bhopal,7755,1.06,7755
2022-09-30,Urad Dal,Kanpur,6950,1.18,6950
2022-09-30,Groundnut,Ahmedabad,5850,0.96,5850
2022-09-30,Soybean,Indore,4600,2.39,4600
2022-09-30,Mustard,Jaipur,5650,1.46,5650
2022-09-30,Cotton,Nagpur,6716,1.02,6620
2022-09-30,Sugarcane,Lucknow,3150,1.32,3150
2022-09-30,Tea,Guwahati,17753,5.36,0
2022-09-30,Coffee,Chikmagalur,13934,5.57,0
2022-10-01,Tomato,Delhi,1730,2.89,0
2022-10-01,Onion,Delhi,1666,1.48,0
2022-10-01,Potato,Delhi,1215,0.39,0
2022-10-01,Brinjal,Delhi,1705,0.61,0
2022-10-01,Cabbage,Delhi,1280,4.67,0
2022-10-01,Wheat,Delhi,2275,0.38,2275
2022-10-01,Rice,Lucknow,2555,4.32,2300
2022-10-01,Maize,Indore,2090,2.78,2090
2022-10-01,Bajra,Jaipur,2500,3.38,2500
2022-10-01,Jowar,Nagpur,3180,0.84,3180
2022-10-01,Tur Dal,Hyderabad,7000,0.68,7000
2022-10-01,Moong Dal,Bhopal,7755,1.83,7755
2022-10-01,Urad Dal,Kanpur,6950,4.5,6950
2022-10-01,Groundnut,Ahmedabad,5850,0.37,5850
2022-10-01,Soybean,Indore,4600,4.92,4600
2022-10-01,Mustard,Jaipur,5650,1.24,5650
2022-10-01,Cotton,Nagpur,6817,5.33,6620
2022-10-01,Sugarcane,Lucknow,3150,2.04,3150
2022-10-01,Tea,Guwahati,17787,1.13,0
2022-10-01,Coffee,Chikmagalur,13703,0.18,0
2022-10-02,Tomato,Delhi,1710,5.09,0
2022-10-02,Onion,Delhi,1669,2.26,0
2022-10-02,Potato,Delhi,1337,4.53,0
2022-10-02,Brinjal,Delhi,1634,2.05,0
2022-10-02,Cabbage,Delhi,1268,5.3,0
2022-10-02,Wheat,Delhi,2275,5.13,2275
2022-10-02,Rice,Lucknow,2725,1.48,2300
2022-10-02,Maize,Indore,2090,1.37,2090
2022-10-02,Bajra,Jaipur,2500,1.75,2500
2022-10-02,Jowar,Nagpur,3180,1.2,3180
2022-10-02,Tur Dal,Hyderabad,7000,0.15,7000
2022-10-02,Moong Dal,Bhopal,7755,2.59,7755
2022-10-02,Urad Dal,Kanpur,6950,0.07,6950
2022-10-02,Groundnut,Ahmedabad,5885,1.67,5850
2022-10-02,Soybean,Indore,4600,1.05,4600
2022-10-02,Mustard,Jaipur,5650,5.27,5650
2022-10-02,Cotton,Nagpur,6806,2.71,6620
2022-10-02,Sugarcane,Lucknow,3150,2.98,3150
2022-10-02,Tea,Guwahati,17912,0.95,0
2022-10-02,Coffee,Chikmagalur,13743,2.73,0
2022-10-03,Tomato,Delhi,1881,5.97,0
2022-10-03,Onion,Delhi,1566,0.3,0
2022-10-03,Potato,Delhi,1319,1.54,0
2022-10-03,Brinjal,Delhi,1828,5.04,0
2022-10-03,Cabbage,Delhi,1066,3.73,0
2022-10-03,Wheat,Delhi,2275,3.84,2275
2022-10-03,Rice,Lucknow,2618,5.77,2300
2022-10-03,Maize,Indore,2090,4.8,2090
2022-10-03,Bajra,Jaipur,2500,5.26,2500
2022-10-03,Jowar,Nagpur,3180,2.32,3180
2022-10-03,Tur Dal,Hyderabad,7000,4.32,7000
2022-10-03,Moong Dal,Bhopal,7755,1.91,7755
2022-10-03,Urad Dal,Kanpur,6950,2.11,6950
2022-10-03,Groundnut,Ahmedabad,5942,4.17,5850
2022-10-03,Soybean,Indore,4600,3.13,4600
2022-10-03,Mustard,Jaipur,5650,4.1,5650
2022-10-03,Cotton,Nagpur,6905,5.36,6620
2022-10-03,Sugarcane,Lucknow,3150,4.45,3150
2022-10-03,Tea,Guwahati,17845,1.47,0
2022-10-03,Coffee,Chikmagalur,13883,4.43,0
2022-10-04,Tomato,Delhi,1746,4.15,0
2022-10-04,Onion,Delhi,1530,5.95,0
2022-10-04,Potato,Delhi,1418,2.0,0
2022-10-04,Brinjal,Delhi,1814,1.08,0
2022-10-04,Cabbage,Delhi,1075,2.26,0
2022-10-04,Wheat,Delhi,2275,0.6,2275
2022-10-04,Rice,Lucknow,2623,2.68,2300
2022-10-04,Maize,Indore,2090,4.01,2090
2022-10-04,Bajra,Jaipur,2500,3.44,2500
2022-10-04,Jowar,Nagpur,3180,4.99,3180
2022-10-04,Tur Dal,Hyderabad,7000,1.96,7000
2022-10-04,Moong Dal,Bhopal,7755,4.93,7755
2022-10-04,Urad Dal,Kanpur,6950,0.32,6950
2022-10-04,Groundnut,Ahmedabad,5850,5.73,5850
2022-10-04,Soybean,Indore,4600,0.58,4600
2022-10-04,Mustard,Jaipur,5650,5.39,5650
2022-10-04,Cotton,Nagpur,6783,0.72,6620
2022-10-04,Sugarcane,Lucknow,3150,4.13,3150
2022-10-04,Tea,Guwahati,17837,1.46,0
2022-10-04,Coffee,Chikmagalur,13693,4.56,0
2022-10-05,Tomato,Delhi,1733,1.37,0
2022-10-05,Onion,Delhi,1683,5.44,0
2022-10-05,Potato,Delhi,1432,0.28,0
2022-10-05,Brinjal,Delhi,1633,4.37,0
2022-10-05,Cabbage,Delhi,1139,3.4,0
2022-10-05,Wheat,Delhi,2275,2.81,2275
2022-10-05,Rice,Lucknow,2591,5.74,2300
2022-10-05,Maize,Indore,2090,3.32,2090
2022-10-05,Bajra,Jaipur,2500,1.96,2500
2022-10-05,Jowar,Nagpur,3180,4.07,3180
2022-10-05,Tur Dal,Hyderabad,7000,0.93,7000
2022-10-05,Moong Dal,Bhopal,7755,0.63,7755
2022-10-05,Urad Dal,Kanpur,6950,5.29,6950
2022-10-05,Groundnut,Ahmedabad,5850,4.82,5850
2022-10-05,Soybean,Indore,4600,0.09,4600
2022-10-05,Mustard,Jaipur,5650,3.75,5650
2022-10-05,Cotton,Nagpur,6740,5.5,6620
2022-10-05,Sugarcane,Lucknow,3150,0.79,3150
2022-10-05,Tea,Guwahati,17850,4.26,0
2022-10-05,Coffee,Chikmagalur,13756,1.45,0
2022-10-06,Tomato,Delhi,1891,5.09,0
2022-10-06,Onion,Delhi,1617,2.96,0
2022-10-06,Potato,Delhi,1166,5.05,0
2022-10-06,Brinjal,Delhi,1832,3.83,0
2022-10-06,Cabbage,Delhi,1148,5.07,0
2022-10-06,Wheat,Delhi,2275,5.42,2275
2022-10-06,Rice,Lucknow,2465,4.32,2300
2022-10-06,Maize,Indore,2090,5.18,2090
2022-10-06,Bajra,Jaipur,2500,2.13,2500
2022-10-06,Jowar,Nagpur,3180,3.27,3180
2022-10-06,Tur Dal,Hyderabad,7000,4.77,7000
2022-10-06,Moong Dal,Bhopal,7755,5.55,7755
2022-10-06,Urad Dal,Kanpur,6950,4.22,6950
2022-10-06,Groundnut,Ahmedabad,5866,5.98,5850
2022-10-06,Soybean,Indore,4600,5.21,4600
2022-10-06,Mustard,Jaipur,5650,4.5,5650
2022-10-06,Cotton,Nagpur,6901,1.53,6620
2022-10-06,Sugarcane,Lucknow,3150,5.89,3150
2022-10-06,Tea,Guwahati,17827,1.03,0
2022-10-06,Coffee,Chikmagalur,13918,4.46,0
2022-10-07,Tomato,Delhi,1661,1.74,0
2022-10-07,Onion,Delhi,1734,2.55,0
2022-10-07,Potato,Delhi,1424,2.83,0
2022-10-07,Brinjal,Delhi,1695,1.17,0
2022-10-07,Cabbage,Delhi,1096,3.83,0
2022-10-07,Wheat,Delhi,2275,5.9,2275
2022-10-07,Rice,Lucknow,2568,4.65,2300
2022-10-07,Maize,Indore,2090,5.34,2090
2022-10-07,Bajra,Jaipur,2500,5.55,2500
2022-10-07,Jowar,Nagpur,3180,5.76,3180
2022-10-07,Tur Dal,Hyderabad,7000,3.12,7000
2022-10-07,Moong Dal,Bhopal,7755,3.15,7755
2022-10-07,Urad Dal,Kanpur,6950,2.92,6950
2022-10-07,Groundnut,Ahmedabad,5850,1.05,5850
2022-10-07,Soybean,Indore,4600,1.22,4600
2022-10-07,Mustard,Jaipur,5650,4.53,5650
2022-10-07,Cotton,Nagpur,6859,1.39,6620
2022-10-07,Sugarcane,Lucknow,3150,1.6,3150
2022-10-07,Tea,Guwahati,17877,2.38,0
2022-10-07,Coffee,Chikmagalur,13667,2.46,0
2022-10-08,Tomato,Delhi,1845,3.52,0
2022-10-08,Onion,Delhi,1698,2.91,0
2022-10-08,Potato,Delhi,1226,4.39,0
2022-10-08,Brinjal,Delhi,1754,3.24,0
2022-10-08,Cabbage,Delhi,1179,3.36,0
2022-10-08,Wheat,Delhi,2275,0.88,2275
2022-10-08,Rice,Lucknow,2660,3.18,2300
2022-10-08,Maize,Indore,2090,2.22,2090
2022-10-08,Bajra,Jaipur,2500,4.5,2500
2022-10-08,Jowar,Nagpur,3180,0.89,3180
2022-10-08,Tur Dal,Hyderabad,7000,0.78,7000
2022-10-08,Moong Dal,Bhopal,7755,2.33,7755
2022-10-08,Urad Dal,Kanpur,6950,1.09,6950
2022-10-08,Groundnut,Ahmedabad,5850,5.8,5850
2022-10-08,Soybean,Indore,4600,3.62,4600
2022-10-08,Mustard,Jaipur,5650,5.33,5650
2022-10-08,Cotton,Nagpur,6724,1.19,6620
2022-10-08,Sugarcane,Lucknow,3150,1.44,3150
2022-10-08,Tea,Guwahati,17845,4.1,0
2022-10-08,Coffee,Chikmagalur,13821,5.14,0
2022-10-09,Tomato,Delhi,1819,3.49,0
2022-10-09,Onion,Delhi,1631,2.92,0
2022-10-09,Potato,Delhi,1381,0.33,0
2022-10-09,Brinjal,Delhi,1693,0.26,0
2022-10-09,Cabbage,Delhi,1113,3.68,0
2022-10-09,Wheat,Delhi,2275,0.08,2275
2022-10-09,Rice,Lucknow,2513,4.57,2300
2022-10-09,Maize,Indore,2090,3.91,2090
2022-10-09,Bajra,Jaipur,2500,4.12,2500
2022-10-09,Jowar,Nagpur,3180,0.01,3180
2022-10-09,Tur Dal,Hyderabad,7000,4.8,7000
2022-10-09,Moong Dal,Bhopal,7755,1.52,7755
2022-10-09,Urad Dal,Kanpur,6950,4.46,6950
2022-10-09,Groundnut,Ahmedabad,5888,4.88,5850
2022-10-09,Soybean,Indore,4600,4.61,4600
2022-10-09,Mustard,Jaipur,5650,4.66,5650
2022-10-09,Cotton,Nagpur,6946,1.47,6620
